"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 01, 2021","12,550.0","12,000.0","12,550.0","11,700.0","1.65M","6.81%"
"Feb 26, 2021","11,750.0","11,300.0","11,800.0","11,300.0","543.50K","-1.26%"
"Feb 25, 2021","11,900.0","12,100.0","12,200.0","11,600.0","789.50K","-1.24%"
"Feb 24, 2021","12,050.0","12,150.0","12,350.0","11,850.0","1.22M","0.84%"
"Feb 23, 2021","11,950.0","11,700.0","11,950.0","11,300.0","1.21M","6.70%"
"Feb 22, 2021","11,200.0","12,000.0","12,000.0","11,200.0","1.69M","-6.67%"
"Feb 19, 2021","12,000.0","12,200.0","12,400.0","11,900.0","780.60K","-1.64%"
"Feb 18, 2021","12,200.0","12,100.0","12,500.0","11,900.0","1.40M","3.39%"
"Feb 17, 2021","11,800.0","11,800.0","11,800.0","11,450.0","976.10K","6.79%"
"Feb 09, 2021","11,050.0","10,800.0","11,100.0","10,800.0","1.30M","2.31%"
"Feb 08, 2021","10,800.0","10,900.0","10,900.0","10,200.0","1.48M","5.88%"
"Feb 05, 2021","10,200.0","9,500.0","10,200.0","9,450.0","858.40K","6.58%"
"Feb 04, 2021","9,570.0","9,500.0","9,780.0","9,250.0","303.60K","3.46%"
"Feb 03, 2021","9,250.0","8,650.0","9,250.0","8,650.0","767.10K","6.94%"
"Feb 02, 2021","8,650.0","8,750.0","9,000.0","8,650.0","1.24M","-6.99%"
"Feb 01, 2021","9,300.0","9,500.0","9,500.0","9,300.0","817.90K","-7.00%"
"Jan 29, 2021","10,000.0","9,010.0","10,300.0","9,010.0","693.60K","3.31%"
"Jan 28, 2021","9,680.0","9,680.0","9,680.0","9,680.0","179.10K","-6.92%"
"Jan 27, 2021","10,400.0","10,850.0","11,000.0","10,400.0","704.40K","-6.73%"
"Jan 26, 2021","11,150.0","11,100.0","11,450.0","10,700.0","673.70K","-3.04%"
"Jan 25, 2021","11,500.0","11,200.0","12,000.0","11,100.0","1.37M","-1.71%"
"Jan 22, 2021","11,700.0","11,850.0","12,100.0","11,600.0","1.52M","2.63%"
"Jan 21, 2021","11,400.0","11,200.0","11,400.0","10,750.0","952.70K","6.54%"
"Jan 20, 2021","10,700.0","10,900.0","11,000.0","10,150.0","758.60K","-1.83%"
"Jan 19, 2021","10,900.0","11,300.0","11,900.0","10,400.0","1.43M","-2.24%"
"Jan 18, 2021","11,150.0","11,050.0","11,150.0","11,000.0","798.40K","6.70%"
"Jan 15, 2021","10,450.0","10,200.0","10,450.0","10,200.0","986.70K","6.52%"
"Jan 14, 2021","9,810.0","9,800.0","10,000.0","9,700.0","795.20K","-1.01%"
"Jan 13, 2021","9,910.0","10,100.0","10,200.0","9,910.0","638.50K","-1.88%"
"Jan 12, 2021","10,100.0","9,700.0","10,300.0","9,700.0","628.90K","1.00%"
"Jan 11, 2021","10,000.0","9,480.0","10,000.0","9,450.0","1.40M","6.95%"
"Jan 08, 2021","9,350.0","9,690.0","9,690.0","9,300.0","748.40K","-3.61%"
"Jan 07, 2021","9,700.0","9,850.0","9,850.0","9,500.0","1.03M","5.32%"
"Jan 06, 2021","9,210.0","9,210.0","9,210.0","9,150.0","1.37M","6.97%"
"Jan 05, 2021","8,610.0","8,150.0","8,610.0","8,150.0","560.50K","6.96%"
"Jan 04, 2021","8,050.0","7,860.0","8,100.0","7,860.0","258.00K","2.42%"
"Dec 31, 2020","7,860.0","7,860.0","7,890.0","7,800.0","138.31K","0.00%"
"Dec 30, 2020","7,860.0","7,950.0","7,950.0","7,850.0","286.97K","-1.13%"
"Dec 29, 2020","7,950.0","8,000.0","8,090.0","7,910.0","183.47K","-0.63%"
"Dec 28, 2020","8,000.0","8,250.0","8,250.0","7,910.0","328.87K","1.14%"
"Dec 25, 2020","7,910.0","7,820.0","8,000.0","7,820.0","279.62K","-0.50%"
"Dec 24, 2020","7,950.0","8,150.0","8,200.0","7,730.0","204.29K","-3.05%"
"Dec 23, 2020","8,200.0","8,250.0","8,530.0","8,100.0","472.74K","-0.24%"
"Dec 22, 2020","8,220.0","7,750.0","8,220.0","7,700.0","783.25K","6.75%"
"Dec 21, 2020","7,700.0","7,800.0","7,820.0","7,660.0","437.67K","-1.16%"
"Dec 18, 2020","7,790.0","7,700.0","7,800.0","7,700.0","312.94K","1.17%"
"Dec 17, 2020","7,700.0","7,700.0","7,740.0","7,680.0","443.77K","-1.91%"
"Dec 16, 2020","7,850.0","7,900.0","7,900.0","7,810.0","237.49K","-0.63%"
"Dec 15, 2020","7,900.0","8,000.0","8,000.0","7,850.0","186.73K","-1.25%"
"Dec 14, 2020","8,000.0","7,800.0","8,000.0","7,690.0","515.05K","1.65%"
"Dec 11, 2020","7,870.0","7,950.0","7,950.0","7,780.0","419.99K","-1.99%"
"Dec 10, 2020","8,030.0","8,240.0","8,240.0","8,000.0","251.90K","-2.43%"
"Dec 09, 2020","8,230.0","8,460.0","8,460.0","8,230.0","319.23K","0.00%"
"Dec 08, 2020","8,230.0","7,800.0","8,300.0","7,750.0","1.01M","5.51%"
"Dec 07, 2020","7,800.0","7,650.0","7,890.0","7,640.0","326.46K","2.09%"
"Dec 04, 2020","7,640.0","7,730.0","7,750.0","7,620.0","149.71K","-1.16%"
"Dec 03, 2020","7,730.0","7,650.0","7,830.0","7,650.0","274.72K","0.65%"
"Dec 02, 2020","7,680.0","7,930.0","7,930.0","7,670.0","507.99K","0.13%"
"Dec 01, 2020","7,670.0","7,450.0","7,750.0","7,450.0","369.93K","-1.92%"
"Nov 30, 2020","7,820.0","7,900.0","8,100.0","7,800.0","374.57K","-0.89%"
"Nov 27, 2020","7,890.0","7,800.0","7,940.0","7,730.0","357.13K","2.33%"
"Nov 26, 2020","7,710.0","8,240.0","8,240.0","7,670.0","618.25K","-6.43%"
"Nov 25, 2020","8,240.0","8,000.0","8,360.0","7,890.0","385.35K","4.57%"
"Nov 24, 2020","7,880.0","7,800.0","7,880.0","7,600.0","429.83K","1.68%"
"Nov 23, 2020","7,750.0","7,710.0","7,800.0","7,520.0","358.10K","0.65%"
"Nov 20, 2020","7,700.0","7,700.0","7,800.0","7,660.0","366.78K","-2.04%"
"Nov 19, 2020","7,860.0","7,670.0","8,000.0","7,670.0","413.87K","2.48%"
"Nov 18, 2020","7,670.0","7,600.0","7,670.0","7,210.0","598.01K","6.97%"
"Nov 17, 2020","7,170.0","6,830.0","7,170.0","6,730.0","979.66K","6.86%"
"Nov 16, 2020","6,710.0","6,730.0","6,900.0","6,710.0","84.06K","-1.03%"
"Nov 13, 2020","6,780.0","6,730.0","6,840.0","6,660.0","150.51K","0.74%"
"Nov 12, 2020","6,730.0","6,750.0","6,750.0","6,680.0","53.75K","-0.30%"
"Nov 11, 2020","6,750.0","6,940.0","6,940.0","6,700.0","62.37K","-0.30%"
"Nov 10, 2020","6,770.0","6,550.0","6,900.0","6,550.0","242.21K","3.36%"
"Nov 09, 2020","6,550.0","6,610.0","6,610.0","6,500.0","125.00K","-0.91%"
"Nov 06, 2020","6,610.0","6,800.0","6,800.0","6,450.0","45.64K","-2.79%"
"Nov 05, 2020","6,800.0","6,710.0","6,990.0","6,710.0","176.11K","1.34%"
"Nov 04, 2020","6,710.0","6,360.0","6,710.0","6,360.0","324.44K","6.85%"
"Nov 03, 2020","6,280.0","6,100.0","6,300.0","6,000.0","87.63K","2.95%"
"Nov 02, 2020","6,100.0","6,000.0","6,190.0","5,950.0","12.74K","1.67%"
"Oct 30, 2020","6,000.0","6,130.0","6,130.0","5,710.0","45.14K","-2.12%"
"Oct 29, 2020","6,130.0","6,140.0","6,140.0","6,030.0","59.21K","-0.16%"
"Oct 28, 2020","6,140.0","6,100.0","6,200.0","6,100.0","60.72K","-0.97%"
"Oct 27, 2020","6,200.0","6,300.0","6,420.0","6,200.0","23.25K","0.00%"
"Oct 26, 2020","6,200.0","6,350.0","6,350.0","6,200.0","51.70K","-2.36%"
"Oct 23, 2020","6,350.0","6,250.0","6,490.0","6,250.0","36.98K","1.60%"
"Oct 22, 2020","6,250.0","6,130.0","6,380.0","6,130.0","21.49K","-2.04%"
"Oct 21, 2020","6,380.0","6,300.0","6,440.0","6,290.0","75.83K","1.27%"
"Oct 20, 2020","6,300.0","6,480.0","6,480.0","6,250.0","38.14K","0.00%"
"Oct 19, 2020","6,300.0","6,450.0","6,590.0","6,010.0","145.07K","-2.33%"
"Oct 16, 2020","6,450.0","6,510.0","6,510.0","6,450.0","122.03K","-2.27%"
"Oct 15, 2020","6,600.0","6,720.0","6,720.0","6,490.0","44.91K","-0.30%"
"Oct 14, 2020","6,620.0","6,620.0","6,740.0","6,520.0","93.37K","0.30%"
"Oct 13, 2020","6,600.0","6,500.0","6,670.0","6,310.0","121.76K","1.54%"
"Oct 12, 2020","6,500.0","6,770.0","6,800.0","6,500.0","97.89K","-3.99%"
"Oct 09, 2020","6,770.0","6,710.0","6,850.0","6,710.0","39.70K","0.89%"
"Oct 08, 2020","6,710.0","6,860.0","6,900.0","6,710.0","83.20K","-2.19%"
"Oct 07, 2020","6,860.0","6,990.0","6,990.0","6,850.0","102.18K","-1.58%"
"Oct 06, 2020","6,970.0","6,830.0","7,050.0","6,830.0","104.85K","-0.14%"
"Oct 05, 2020","6,980.0","6,540.0","6,980.0","6,540.0","293.85K","6.73%"
"Oct 02, 2020","6,540.0","6,650.0","6,650.0","6,300.0","147.46K","-1.36%"
"Oct 01, 2020","6,630.0","6,430.0","6,680.0","6,430.0","127.87K","2.31%"
"Sep 30, 2020","6,480.0","6,360.0","6,600.0","6,360.0","99.80K","2.05%"
"Sep 29, 2020","6,350.0","6,560.0","6,940.0","6,350.0","203.03K","-4.22%"
"Sep 28, 2020","6,630.0","6,400.0","6,630.0","6,210.0","218.19K","6.94%"
"Sep 25, 2020","6,200.0","5,930.0","6,200.0","5,930.0","137.42K","4.55%"
"Sep 24, 2020","5,930.0","6,050.0","6,050.0","5,810.0","151.09K","-1.98%"
"Sep 23, 2020","6,050.0","6,010.0","6,080.0","6,000.0","112.01K","-0.17%"
"Sep 22, 2020","6,060.0","6,110.0","6,120.0","6,000.0","291.66K","-0.82%"
"Sep 21, 2020","6,110.0","6,200.0","6,290.0","6,100.0","108.62K","-2.08%"
"Sep 18, 2020","6,240.0","6,200.0","6,240.0","5,900.0","300.59K","6.67%"
"Sep 17, 2020","5,850.0","5,470.0","5,850.0","5,400.0","638.47K","6.95%"
"Sep 16, 2020","5,470.0","5,400.0","5,470.0","5,330.0","55.57K","0.74%"
"Sep 15, 2020","5,430.0","5,400.0","5,510.0","5,400.0","89.75K","-0.73%"
"Sep 14, 2020","5,470.0","5,500.0","5,520.0","5,400.0","118.57K","2.24%"
"Sep 11, 2020","5,350.0","5,220.0","5,400.0","5,220.0","154.83K","2.88%"
"Sep 10, 2020","5,200.0","5,180.0","5,200.0","5,160.0","39.17K","0.19%"
"Sep 09, 2020","5,190.0","5,090.0","5,190.0","5,090.0","55.53K","1.96%"
"Sep 08, 2020","5,090.0","5,100.0","5,200.0","5,050.0","46.56K","0.59%"
"Sep 07, 2020","5,060.0","5,050.0","5,100.0","5,040.0","62.02K","0.80%"
"Sep 04, 2020","5,020.0","5,190.0","5,190.0","5,020.0","32.55K","-3.28%"
"Sep 03, 2020","5,190.0","5,190.0","5,190.0","5,150.0","19.87K","0.00%"
"Sep 01, 2020","5,190.0","5,300.0","5,300.0","5,160.0","13.25K","-0.19%"
"Aug 31, 2020","5,200.0","5,230.0","5,230.0","5,170.0","79.66K","-0.57%"
"Aug 28, 2020","5,230.0","5,300.0","5,300.0","5,190.0","44.83K","0.00%"
"Aug 27, 2020","5,230.0","5,130.0","5,250.0","5,130.0","56.14K","1.55%"
"Aug 26, 2020","5,150.0","5,290.0","5,290.0","5,150.0","49.10K","-2.83%"
"Aug 25, 2020","5,300.0","5,270.0","5,340.0","5,150.0","172.88K","2.91%"
"Aug 24, 2020","5,150.0","5,180.0","5,180.0","5,050.0","80.55K","-0.58%"
"Aug 21, 2020","5,180.0","5,010.0","5,200.0","5,000.0","84.18K","3.39%"
"Aug 20, 2020","5,010.0","4,870.0","5,100.0","4,870.0","168.15K","3.73%"
"Aug 19, 2020","4,830.0","4,830.0","4,880.0","4,800.0","56.52K","0.00%"
"Aug 18, 2020","4,830.0","4,830.0","4,840.0","4,820.0","32.42K","0.00%"
"Aug 17, 2020","4,830.0","4,770.0","4,860.0","4,750.0","15.11K","0.21%"
"Aug 14, 2020","4,820.0","4,800.0","4,900.0","4,800.0","12.35K","0.42%"
"Aug 13, 2020","4,800.0","4,900.0","4,900.0","4,730.0","5.75K","0.00%"
"Aug 12, 2020","4,800.0","4,850.0","4,850.0","4,640.0","17.77K","-1.03%"
"Aug 11, 2020","4,850.0","4,900.0","4,900.0","4,760.0","26.87K","-0.41%"
"Aug 10, 2020","4,870.0","4,900.0","4,900.0","4,710.0","14.71K","0.41%"
"Aug 07, 2020","4,850.0","4,900.0","4,900.0","4,750.0","8.78K","1.25%"
"Aug 06, 2020","4,790.0","4,870.0","4,880.0","4,750.0","10.71K","-0.62%"
"Aug 05, 2020","4,820.0","5,000.0","5,000.0","4,650.0","13.30K","0.00%"
"Aug 04, 2020","4,820.0","4,900.0","5,100.0","4,610.0","37.37K","-0.41%"
"Aug 03, 2020","4,840.0","4,700.0","4,990.0","4,700.0","20.80K","2.98%"
"Jul 31, 2020","4,700.0","4,420.0","4,700.0","4,420.0","4.10K","2.62%"
"Jul 30, 2020","4,580.0","4,580.0","4,790.0","4,580.0","6.59K","0.22%"
"Jul 29, 2020","4,570.0","4,700.0","4,840.0","4,560.0","42.54K","-6.73%"
"Jul 28, 2020","4,900.0","4,740.0","4,900.0","4,740.0","9.41K","3.16%"
"Jul 27, 2020","4,750.0","4,840.0","4,840.0","4,620.0","32.56K","-1.86%"
"Jul 24, 2020","4,840.0","5,000.0","5,000.0","4,840.0","11.65K","-1.02%"
"Jul 23, 2020","4,890.0","4,820.0","5,150.0","4,820.0","21.70K","-4.12%"
"Jul 22, 2020","5,100.0","5,200.0","5,200.0","5,050.0","5.22K","0.00%"
"Jul 21, 2020","5,100.0","5,150.0","5,150.0","5,040.0","10.16K","1.19%"
"Jul 20, 2020","5,040.0","5,050.0","5,100.0","4,970.0","12.77K","0.40%"
"Jul 17, 2020","5,020.0","5,010.0","5,110.0","5,000.0","12.77K","-1.57%"
"Jul 16, 2020","5,100.0","5,140.0","5,140.0","5,040.0","11.39K","-0.78%"
"Jul 15, 2020","5,140.0","5,000.0","5,150.0","5,000.0","10.29K","-0.19%"
"Jul 14, 2020","5,150.0","5,000.0","5,180.0","4,900.0","6.64K","-0.39%"
"Jul 13, 2020","5,170.0","5,300.0","5,300.0","5,050.0","18.16K","-0.58%"
"Jul 10, 2020","5,200.0","4,870.0","5,240.0","4,870.0","25.96K","0.19%"
"Jul 09, 2020","5,190.0","5,060.0","5,250.0","5,010.0","11.05K","-1.14%"
"Jul 08, 2020","5,250.0","5,280.0","5,280.0","5,060.0","2.65K","-0.38%"
"Jul 07, 2020","5,270.0","4,990.0","5,320.0","4,990.0","141.81K","5.82%"
"Jul 06, 2020","4,980.0","4,950.0","4,990.0","4,830.0","13.81K","0.20%"
"Jul 03, 2020","4,970.0","4,900.0","4,980.0","4,860.0","17.80K","-0.20%"
"Jul 02, 2020","4,980.0","5,000.0","5,040.0","4,820.0","21.98K","0.00%"
"Jul 01, 2020","4,980.0","4,900.0","5,010.0","4,810.0","59.50K","1.63%"
"Jun 30, 2020","4,900.0","5,060.0","5,060.0","4,860.0","17.53K","0.00%"
"Jun 29, 2020","4,900.0","4,900.0","5,060.0","4,850.0","45.45K","1.03%"
"Jun 26, 2020","4,850.0","4,920.0","4,980.0","4,820.0","25.00K","-1.22%"
"Jun 25, 2020","4,910.0","4,940.0","5,000.0","4,820.0","29.86K","-1.60%"
"Jun 24, 2020","4,990.0","5,020.0","5,060.0","4,960.0","50.04K","-1.38%"
"Jun 23, 2020","5,060.0","5,000.0","5,090.0","4,950.0","31.28K","1.20%"
"Jun 22, 2020","5,000.0","5,140.0","5,140.0","4,960.0","25.89K","-2.72%"
"Jun 19, 2020","5,140.0","5,190.0","5,190.0","5,000.0","37.70K","-0.77%"
"Jun 18, 2020","5,180.0","4,920.0","5,180.0","4,920.0","33.23K","1.57%"
"Jun 17, 2020","5,100.0","5,250.0","5,250.0","4,950.0","43.93K","-1.73%"
"Jun 16, 2020","5,190.0","5,200.0","5,290.0","5,100.0","18.57K","0.19%"
"Jun 15, 2020","5,180.0","5,000.0","5,390.0","4,850.0","140.46K","1.37%"
"Jun 12, 2020","5,110.0","5,000.0","5,200.0","4,910.0","89.40K","-2.11%"
"Jun 11, 2020","5,220.0","5,400.0","5,440.0","5,050.0","116.51K","-2.61%"
"Jun 10, 2020","5,360.0","5,580.0","5,580.0","5,310.0","51.65K","-2.55%"
"Jun 09, 2020","5,500.0","5,490.0","5,590.0","5,300.0","312.82K","5.16%"
"Jun 08, 2020","5,230.0","4,900.0","5,230.0","4,900.0","242.70K","6.95%"
"Jun 05, 2020","4,890.0","4,900.0","4,900.0","4,800.0","74.28K","0.00%"
"Jun 04, 2020","4,890.0","4,800.0","4,940.0","4,790.0","56.61K","2.09%"
"Jun 03, 2020","4,790.0","4,790.0","4,790.0","4,740.0","25.83K","0.42%"
"Jun 02, 2020","4,770.0","4,790.0","4,800.0","4,710.0","53.03K","-0.21%"
"Jun 01, 2020","4,780.0","4,700.0","4,790.0","4,610.0","38.30K","1.70%"
"May 29, 2020","4,700.0","4,610.0","4,700.0","4,610.0","14.61K","0.00%"
"May 28, 2020","4,700.0","4,750.0","4,750.0","4,550.0","61.06K","-1.05%"
"May 27, 2020","4,750.0","4,760.0","4,800.0","4,660.0","50.81K","-0.21%"
"May 26, 2020","4,760.0","4,750.0","4,800.0","4,740.0","58.66K","0.21%"
"May 25, 2020","4,750.0","4,780.0","4,800.0","4,750.0","33.90K","1.50%"
"May 22, 2020","4,680.0","4,800.0","4,800.0","4,650.0","42.02K","-2.50%"
"May 21, 2020","4,800.0","4,700.0","4,870.0","4,600.0","70.61K","4.80%"
"May 20, 2020","4,580.0","4,600.0","4,600.0","4,550.0","25.05K","0.44%"
"May 19, 2020","4,560.0","4,600.0","4,600.0","4,540.0","44.42K","0.66%"
"May 18, 2020","4,530.0","4,510.0","4,660.0","4,510.0","15.41K","-0.44%"
"May 15, 2020","4,550.0","4,750.0","4,750.0","4,550.0","17.91K","-4.21%"
"May 14, 2020","4,750.0","4,770.0","4,800.0","4,650.0","21.68K","-0.42%"
"May 13, 2020","4,770.0","4,500.0","4,810.0","4,500.0","63.24K","6.00%"
"May 12, 2020","4,500.0","4,590.0","4,590.0","4,500.0","24.47K","-1.96%"
"May 11, 2020","4,590.0","4,600.0","4,600.0","4,410.0","15.75K","1.55%"
"May 08, 2020","4,520.0","4,540.0","4,540.0","4,500.0","24.07K","-0.44%"
"May 07, 2020","4,540.0","4,360.0","4,560.0","4,350.0","19.87K","-0.66%"
"May 06, 2020","4,570.0","4,500.0","4,570.0","4,500.0","12.49K","0.00%"
"May 05, 2020","4,570.0","4,560.0","4,570.0","4,310.0","8.00K","0.22%"
"May 04, 2020","4,560.0","4,540.0","4,560.0","4,500.0","45.40K","0.44%"
"Apr 29, 2020","4,540.0","4,400.0","4,560.0","4,400.0","23.35K","1.79%"
"Apr 28, 2020","4,460.0","4,550.0","4,550.0","4,240.0","26.71K","-1.98%"
"Apr 27, 2020","4,550.0","4,600.0","4,600.0","4,550.0","7.67K","0.44%"
"Apr 24, 2020","4,530.0","4,360.0","4,550.0","4,350.0","9.38K","-0.22%"
"Apr 23, 2020","4,540.0","4,650.0","4,650.0","4,500.0","20.45K","-0.22%"
"Apr 22, 2020","4,550.0","4,310.0","4,590.0","4,280.0","41.37K","-0.87%"
"Apr 21, 2020","4,590.0","4,680.0","4,710.0","4,360.0","121.28K","-1.92%"
"Apr 20, 2020","4,680.0","4,500.0","4,680.0","4,390.0","83.77K","6.61%"
"Apr 17, 2020","4,390.0","4,300.0","4,400.0","4,200.0","82.04K","2.09%"
"Apr 16, 2020","4,300.0","4,200.0","4,300.0","4,010.0","46.98K","2.63%"
"Apr 15, 2020","4,190.0","4,140.0","4,210.0","4,100.0","26.37K","0.48%"
"Apr 14, 2020","4,170.0","4,120.0","4,170.0","4,050.0","28.20K","-0.24%"
"Apr 13, 2020","4,180.0","4,180.0","4,210.0","4,010.0","36.13K","0.24%"
"Apr 10, 2020","4,170.0","4,100.0","4,180.0","4,000.0","22.35K","-0.24%"
"Apr 09, 2020","4,180.0","4,150.0","4,190.0","4,100.0","42.24K","0.72%"
"Apr 08, 2020","4,150.0","4,180.0","4,180.0","4,000.0","18.32K","-0.72%"
"Apr 07, 2020","4,180.0","4,100.0","4,190.0","4,000.0","9.32K","5.03%"
"Apr 06, 2020","3,980.0","3,940.0","4,180.0","3,940.0","43.00K","-1.73%"
"Apr 03, 2020","4,050.0","4,100.0","4,100.0","3,950.0","20.73K","2.02%"
"Apr 01, 2020","3,970.0","3,830.0","3,990.0","3,810.0","9.89K","3.66%"
"Mar 31, 2020","3,830.0","4,090.0","4,090.0","3,830.0","7.13K","-4.25%"
"Mar 30, 2020","4,000.0","4,010.0","4,200.0","3,940.0","111.88K","-5.44%"
"Mar 27, 2020","4,230.0","4,200.0","4,250.0","4,030.0","16.88K","0.71%"
"Mar 26, 2020","4,200.0","4,300.0","4,300.0","4,120.0","3.74K","-1.87%"
"Mar 25, 2020","4,280.0","4,150.0","4,290.0","4,150.0","36.58K","4.39%"
"Mar 24, 2020","4,100.0","3,770.0","4,100.0","3,770.0","41.78K","4.86%"
"Mar 23, 2020","3,910.0","3,900.0","4,150.0","3,860.0","105.28K","-5.78%"
"Mar 20, 2020","4,150.0","4,000.0","4,190.0","3,850.0","87.86K","3.75%"
"Mar 19, 2020","4,000.0","4,100.0","4,220.0","4,000.0","90.58K","-6.98%"
"Mar 18, 2020","4,300.0","4,280.0","4,300.0","4,100.0","17.81K","0.47%"
"Mar 17, 2020","4,280.0","4,100.0","4,300.0","4,000.0","21.60K","4.39%"
"Mar 16, 2020","4,100.0","4,100.0","4,400.0","4,100.0","47.70K","-3.53%"
"Mar 13, 2020","4,250.0","4,020.0","4,250.0","4,010.0","53.05K","-0.70%"
"Mar 12, 2020","4,280.0","4,310.0","4,540.0","4,240.0","69.35K","-5.93%"
"Mar 11, 2020","4,550.0","4,970.0","4,970.0","4,550.0","27.61K","-3.81%"
"Mar 10, 2020","4,730.0","4,730.0","4,830.0","4,730.0","124.19K","-6.89%"
"Mar 09, 2020","5,080.0","5,080.0","5,100.0","5,080.0","149.41K","-6.96%"
"Mar 06, 2020","5,460.0","5,360.0","5,500.0","5,210.0","48.42K","0.74%"
"Mar 05, 2020","5,420.0","5,510.0","5,510.0","5,360.0","37.47K","-0.55%"
"Mar 04, 2020","5,450.0","5,310.0","5,600.0","5,310.0","60.87K","2.64%"
"Mar 03, 2020","5,310.0","5,420.0","5,420.0","5,310.0","91.92K","-2.03%"
"Mar 02, 2020","5,420.0","5,430.0","5,600.0","5,420.0","138.64K","-3.21%"
"Feb 28, 2020","5,600.0","5,400.0","5,680.0","5,400.0","62.01K","-0.36%"
"Feb 27, 2020","5,620.0","5,650.0","5,750.0","5,520.0","182.93K","0.36%"
"Feb 26, 2020","5,600.0","5,840.0","5,850.0","5,480.0","42.32K","-4.27%"
"Feb 25, 2020","5,850.0","5,500.0","5,990.0","5,400.0","193.71K","2.09%"
"Feb 24, 2020","5,730.0","5,800.0","6,000.0","5,730.0","275.94K","-6.98%"
"Feb 21, 2020","6,160.0","6,340.0","6,340.0","6,160.0","148.99K","-0.65%"
"Feb 20, 2020","6,200.0","6,200.0","6,300.0","6,160.0","182.30K","0.16%"
"Feb 19, 2020","6,190.0","5,660.0","6,210.0","5,600.0","621.96K","6.54%"
"Feb 18, 2020","5,810.0","5,890.0","5,950.0","5,660.0","96.95K","-1.02%"
"Feb 17, 2020","5,870.0","6,000.0","6,000.0","5,630.0","133.02K","1.38%"
"Feb 14, 2020","5,790.0","5,790.0","5,790.0","5,730.0","331.75K","6.83%"
"Feb 13, 2020","5,420.0","5,420.0","5,420.0","5,420.0","30.57K","6.90%"
"Feb 12, 2020","5,070.0","4,980.0","5,070.0","4,530.0","69.30K","6.96%"
"Feb 11, 2020","4,740.0","4,430.0","4,740.0","4,430.0","10.44K","7.00%"
"Feb 10, 2020","4,430.0","4,410.0","4,500.0","4,410.0","33.46K","0.45%"
"Feb 07, 2020","4,410.0","4,400.0","4,660.0","4,400.0","34.33K","0.23%"
"Feb 06, 2020","4,400.0","4,450.0","4,620.0","4,400.0","32.36K","-0.68%"
"Feb 05, 2020","4,430.0","4,420.0","4,700.0","4,420.0","28.44K","0.23%"
"Feb 04, 2020","4,420.0","4,690.0","4,690.0","4,420.0","15.55K","-5.56%"
"Feb 03, 2020","4,680.0","4,500.0","4,700.0","4,390.0","44.86K","-0.43%"
"Jan 31, 2020","4,700.0","4,980.0","5,000.0","4,700.0","30.27K","-2.08%"
"Jan 30, 2020","4,800.0","4,850.0","4,870.0","4,680.0","1.23K","0.21%"
"Jan 22, 2020","4,790.0","4,800.0","4,800.0","4,700.0","0.59K","0.00%"
"Jan 21, 2020","4,790.0","4,600.0","4,800.0","4,600.0","19.91K","1.91%"
"Jan 20, 2020","4,700.0","4,740.0","4,800.0","4,700.0","14.06K","-0.84%"
"Jan 17, 2020","4,740.0","4,760.0","4,760.0","4,720.0","1.58K","0.85%"
"Jan 16, 2020","4,700.0","4,700.0","4,800.0","4,700.0","40.23K","2.17%"
"Jan 15, 2020","4,600.0","4,700.0","4,700.0","4,600.0","5.94K","-1.71%"
"Jan 14, 2020","4,680.0","4,420.0","4,690.0","4,420.0","2.02K","0.43%"
"Jan 13, 2020","4,660.0","4,670.0","4,670.0","4,660.0","0.55K","-0.64%"
"Jan 10, 2020","4,690.0","4,690.0","4,690.0","4,690.0","0.01K","2.18%"
"Jan 09, 2020","4,590.0","4,500.0","4,590.0","4,400.0","7.27K","2.00%"
"Jan 08, 2020","4,500.0","4,500.0","4,500.0","4,500.0","1.42K","-3.02%"
"Jan 07, 2020","4,640.0","4,410.0","4,640.0","4,410.0","1.02K","-0.85%"
"Jan 06, 2020","4,680.0","4,680.0","4,680.0","4,680.0","0.90K","-0.21%"
"Jan 03, 2020","4,690.0","4,590.0","4,690.0","4,590.0","0.49K","-0.21%"
"Jan 02, 2020","4,700.0","4,670.0","4,700.0","4,670.0","1.11K","0.64%"
"Dec 31, 2019","4,670.0","4,600.0","4,670.0","4,600.0","0.51K","-0.21%"
"Dec 30, 2019","4,680.0","4,460.0","4,680.0","4,430.0","5.02K","-0.21%"
"Dec 27, 2019","4,690.0","4,650.0","4,690.0","4,500.0","1.46K","-0.21%"
"Dec 26, 2019","4,700.0","4,700.0","4,750.0","4,700.0","8.77K","0.00%"
"Dec 25, 2019","4,700.0","4,650.0","4,750.0","4,600.0","14.96K","3.30%"
"Dec 24, 2019","4,550.0","4,420.0","4,700.0","4,400.0","16.29K","-2.15%"
"Dec 23, 2019","4,650.0","4,600.0","4,650.0","4,600.0","35.00K","1.53%"
"Dec 20, 2019","4,580.0","4,590.0","4,590.0","4,580.0","1.10K","0.00%"
"Dec 19, 2019","4,580.0","4,510.0","4,580.0","4,400.0","28.83K","-2.55%"
"Dec 18, 2019","4,700.0","4,570.0","4,700.0","4,320.0","30.74K","2.62%"
"Dec 17, 2019","4,580.0","4,370.0","4,650.0","4,370.0","11.14K","4.09%"
"Dec 16, 2019","4,400.0","4,440.0","4,450.0","4,400.0","17.65K","-6.38%"
"Dec 13, 2019","4,700.0","4,700.0","4,770.0","4,410.0","3.64K","0.00%"
