"Date","Price","Open","High","Low","Vol.","Change %"
"May 27, 2021","9,540.0","9,950.0","9,950.0","9,540.0","398.00K","-4.12%"
"May 26, 2021","9,950.0","10,100.0","10,200.0","9,900.0","712.30K","-2.45%"
"May 25, 2021","10,200.0","10,200.0","10,300.0","10,000.0","550.80K","-0.97%"
"May 24, 2021","10,300.0","10,650.0","10,650.0","10,200.0","301.10K","-0.96%"
"May 21, 2021","10,400.0","10,100.0","10,700.0","9,600.0","582.10K","2.97%"
"May 20, 2021","10,100.0","10,900.0","10,900.0","10,100.0","1.30M","-6.91%"
"May 19, 2021","10,850.0","11,100.0","11,300.0","10,800.0","384.30K","-3.98%"
"May 18, 2021","11,300.0","11,050.0","11,300.0","10,900.0","447.10K","0.89%"
"May 17, 2021","11,200.0","11,050.0","11,300.0","11,050.0","369.40K","-3.45%"
"May 14, 2021","11,600.0","12,000.0","12,000.0","11,450.0","354.30K","-3.33%"
"May 13, 2021","12,000.0","12,350.0","12,350.0","11,900.0","444.20K","-2.83%"
"May 12, 2021","12,350.0","11,800.0","12,500.0","11,800.0","658.00K","5.11%"
"May 11, 2021","11,750.0","11,000.0","11,750.0","11,000.0","696.20K","6.82%"
"May 10, 2021","11,000.0","11,000.0","11,200.0","10,800.0","605.00K","-3.51%"
"May 07, 2021","11,400.0","11,650.0","11,650.0","11,100.0","303.20K","-2.15%"
"May 06, 2021","11,650.0","11,700.0","11,800.0","11,600.0","254.60K","-0.43%"
"May 05, 2021","11,700.0","11,350.0","11,800.0","11,350.0","355.20K","2.18%"
"May 04, 2021","11,450.0","11,600.0","11,750.0","11,200.0","324.10K","-2.97%"
"Apr 29, 2021","11,800.0","11,800.0","11,950.0","11,750.0","220.90K","-0.84%"
"Apr 28, 2021","11,900.0","11,250.0","11,950.0","11,250.0","557.20K","6.25%"
"Apr 27, 2021","11,200.0","11,400.0","11,500.0","11,000.0","328.80K","-2.61%"
"Apr 26, 2021","11,500.0","11,500.0","12,100.0","11,450.0","814.40K","-6.50%"
"Apr 23, 2021","12,300.0","11,900.0","12,300.0","11,500.0","440.00K","1.65%"
"Apr 22, 2021","12,100.0","12,500.0","12,600.0","12,100.0","286.20K","-4.72%"
"Apr 20, 2021","12,700.0","12,950.0","13,200.0","12,150.0","447.00K","-1.55%"
"Apr 19, 2021","12,900.0","12,150.0","12,950.0","12,150.0","515.80K","6.17%"
"Apr 16, 2021","12,150.0","12,450.0","12,550.0","11,900.0","538.40K","-3.19%"
"Apr 15, 2021","12,550.0","12,600.0","12,800.0","12,500.0","303.80K","-0.40%"
"Apr 14, 2021","12,600.0","12,400.0","12,600.0","12,300.0","583.60K","0.00%"
"Apr 13, 2021","12,600.0","12,950.0","13,000.0","12,500.0","1.09M","-3.08%"
"Apr 12, 2021","13,000.0","13,400.0","13,400.0","12,950.0","1.04M","-2.99%"
"Apr 09, 2021","13,400.0","13,400.0","13,550.0","13,400.0","574.60K","0.00%"
"Apr 08, 2021","13,400.0","13,150.0","13,500.0","13,150.0","802.70K","2.29%"
"Apr 07, 2021","13,100.0","12,850.0","13,150.0","12,800.0","779.80K","1.95%"
"Apr 06, 2021","12,850.0","12,850.0","13,000.0","12,800.0","461.90K","0.00%"
"Apr 05, 2021","12,850.0","13,000.0","13,100.0","12,800.0","473.40K","-1.15%"
"Apr 02, 2021","13,000.0","13,100.0","13,200.0","12,900.0","726.60K","0.00%"
"Apr 01, 2021","13,000.0","13,000.0","13,000.0","12,800.0","301.00K","0.39%"
"Mar 31, 2021","12,950.0","12,850.0","13,000.0","12,800.0","461.50K","0.78%"
"Mar 30, 2021","12,850.0","13,100.0","13,100.0","12,800.0","568.60K","-1.91%"
"Mar 29, 2021","13,100.0","12,750.0","13,200.0","12,750.0","367.30K","3.15%"
"Mar 26, 2021","12,700.0","12,750.0","13,000.0","12,150.0","594.20K","-2.68%"
"Mar 25, 2021","13,050.0","13,300.0","13,300.0","12,800.0","513.90K","0.38%"
"Mar 24, 2021","13,000.0","13,300.0","13,500.0","12,900.0","733.30K","-4.06%"
"Mar 23, 2021","13,550.0","13,800.0","13,900.0","13,200.0","654.60K","-1.81%"
"Mar 22, 2021","13,800.0","13,550.0","14,050.0","13,500.0","984.20K","1.85%"
"Mar 19, 2021","13,550.0","13,600.0","13,750.0","13,300.0","765.70K","-1.81%"
"Mar 18, 2021","13,800.0","13,900.0","13,900.0","13,550.0","684.50K","0.00%"
"Mar 17, 2021","13,800.0","14,000.0","14,050.0","13,700.0","912.70K","-1.78%"
"Mar 16, 2021","14,050.0","14,200.0","14,200.0","13,750.0","755.90K","-1.75%"
"Mar 15, 2021","14,300.0","13,800.0","14,500.0","13,750.0","1.85M","4.00%"
"Mar 12, 2021","13,750.0","13,000.0","13,800.0","12,900.0","1.69M","6.59%"
"Mar 11, 2021","12,900.0","13,100.0","13,150.0","12,650.0","1.10M","-1.90%"
"Mar 10, 2021","13,150.0","13,350.0","13,350.0","13,000.0","431.60K","-0.38%"
"Mar 09, 2021","13,200.0","12,600.0","13,450.0","12,550.0","661.50K","2.33%"
"Mar 08, 2021","12,900.0","13,150.0","13,400.0","12,850.0","1.03M","-1.53%"
"Mar 05, 2021","13,100.0","13,050.0","13,500.0","12,550.0","1.05M","0.38%"
"Mar 04, 2021","13,050.0","13,900.0","14,000.0","13,050.0","2.05M","-6.79%"
"Mar 03, 2021","14,000.0","13,500.0","14,300.0","13,500.0","1.73M","4.48%"
"Mar 02, 2021","13,400.0","12,900.0","13,400.0","12,700.0","1.95M","6.77%"
