"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 25, 2021","56,600.0","55,200.0","56,800.0","55,200.0","81.50K","2.54%"
"Jun 24, 2021","55,200.0","54,700.0","56,500.0","54,700.0","84.50K","-0.90%"
"Jun 23, 2021","55,700.0","57,100.0","57,600.0","54,700.0","149.30K","-2.45%"
"Jun 22, 2021","57,100.0","58,700.0","58,800.0","56,500.0","86.80K","-2.56%"
"Jun 21, 2021","58,600.0","58,600.0","59,500.0","57,600.0","137.10K","0.00%"
"Jun 18, 2021","58,600.0","56,800.0","58,600.0","56,800.0","187.20K","3.17%"
"Jun 17, 2021","56,800.0","55,300.0","58,000.0","54,100.0","188.40K","2.71%"
"Jun 16, 2021","55,300.0","51,700.0","55,300.0","51,700.0","309.40K","6.96%"
"Jun 15, 2021","51,700.0","52,100.0","52,100.0","51,100.0","75.20K","0.00%"
"Jun 14, 2021","51,700.0","51,900.0","52,400.0","51,000.0","130.80K","0.00%"
"Jun 11, 2021","51,700.0","51,400.0","52,000.0","50,900.0","124.90K","2.58%"
"Jun 10, 2021","50,400.0","49,200.0","50,600.0","49,000.0","99.30K","2.44%"
"Jun 09, 2021","49,200.0","49,200.0","49,500.0","49,000.0","67.10K","0.00%"
"Jun 08, 2021","49,200.0","49,500.0","49,650.0","49,200.0","59.10K","-0.61%"
"Jun 07, 2021","49,500.0","50,300.0","50,300.0","49,200.0","76.50K","-1.59%"
"Jun 04, 2021","50,300.0","49,700.0","51,100.0","49,700.0","63.30K","1.21%"
"Jun 03, 2021","49,700.0","49,000.0","50,500.0","48,700.0","100.70K","1.64%"
"Jun 02, 2021","48,900.0","49,600.0","49,600.0","48,500.0","166.30K","-1.51%"
"Jun 01, 2021","49,650.0","50,200.0","50,300.0","49,650.0","76.90K","-1.29%"
"May 31, 2021","50,300.0","50,300.0","50,800.0","50,200.0","59.30K","-1.18%"
"May 28, 2021","50,900.0","50,600.0","50,900.0","50,000.0","165.10K","0.20%"
"May 27, 2021","50,800.0","51,600.0","51,600.0","50,600.0","92.30K","-1.55%"
"May 26, 2021","51,600.0","52,800.0","52,900.0","51,600.0","131.50K","-2.27%"
"May 25, 2021","52,800.0","53,000.0","53,100.0","52,600.0","55.70K","-0.38%"
"May 24, 2021","53,000.0","53,900.0","53,900.0","52,900.0","108.30K","0.00%"
"May 21, 2021","53,000.0","52,500.0","55,000.0","52,000.0","224.40K","1.15%"
"May 20, 2021","52,400.0","53,100.0","53,100.0","51,800.0","80.00K","-1.13%"
"May 19, 2021","53,000.0","52,800.0","54,400.0","52,400.0","50.30K","0.38%"
"May 18, 2021","52,800.0","53,900.0","54,000.0","52,500.0","62.00K","-2.04%"
"May 17, 2021","53,900.0","53,000.0","54,600.0","52,700.0","113.70K","1.70%"
"May 14, 2021","53,000.0","53,200.0","53,800.0","52,100.0","84.40K","-0.38%"
"May 13, 2021","53,200.0","54,800.0","55,200.0","53,100.0","136.40K","-2.39%"
"May 12, 2021","54,500.0","51,500.0","55,000.0","51,500.0","219.20K","5.83%"
"May 11, 2021","51,500.0","50,900.0","51,900.0","50,500.0","67.70K","0.98%"
"May 10, 2021","51,000.0","50,500.0","51,000.0","50,000.0","77.60K","0.00%"
"May 07, 2021","51,000.0","50,700.0","51,900.0","50,100.0","103.60K","-1.35%"
"May 06, 2021","51,700.0","52,500.0","52,500.0","51,000.0","74.30K","0.00%"
"May 05, 2021","51,700.0","51,500.0","52,800.0","50,800.0","125.70K","0.39%"
"May 04, 2021","51,500.0","50,000.0","51,600.0","50,000.0","48.90K","-1.90%"
"Apr 29, 2021","52,500.0","52,000.0","54,500.0","52,000.0","77.70K","-0.19%"
"Apr 28, 2021","52,600.0","50,000.0","52,600.0","49,350.0","209.90K","6.91%"
"Apr 27, 2021","49,200.0","48,550.0","49,600.0","48,550.0","89.50K","1.34%"
"Apr 26, 2021","48,550.0","50,500.0","50,500.0","48,150.0","108.10K","-3.86%"
"Apr 23, 2021","50,500.0","49,700.0","50,500.0","49,400.0","89.80K","1.00%"
"Apr 22, 2021","50,000.0","51,600.0","52,800.0","50,000.0","89.30K","-3.10%"
"Apr 20, 2021","51,600.0","50,800.0","53,000.0","50,600.0","181.30K","1.98%"
"Apr 19, 2021","50,600.0","50,200.0","51,200.0","49,000.0","87.60K","0.80%"
"Apr 16, 2021","50,200.0","51,500.0","51,500.0","49,500.0","130.60K","-2.52%"
"Apr 15, 2021","51,500.0","54,900.0","54,900.0","50,300.0","120.40K","-4.63%"
"Apr 14, 2021","54,000.0","52,300.0","55,100.0","51,000.0","112.20K","3.25%"
"Apr 13, 2021","52,300.0","52,000.0","52,300.0","49,750.0","254.40K","0.77%"
"Apr 12, 2021","51,900.0","52,500.0","53,000.0","51,500.0","156.90K","-1.52%"
"Apr 09, 2021","52,700.0","54,000.0","54,000.0","52,500.0","121.10K","-2.41%"
"Apr 08, 2021","54,000.0","52,300.0","54,000.0","52,000.0","147.50K","2.66%"
"Apr 07, 2021","52,600.0","53,400.0","53,400.0","52,200.0","130.50K","-1.13%"
"Apr 06, 2021","53,200.0","54,500.0","54,600.0","52,200.0","153.30K","-2.39%"
"Apr 05, 2021","54,500.0","56,000.0","56,000.0","54,200.0","196.10K","-2.68%"
"Apr 02, 2021","56,000.0","56,000.0","56,200.0","54,300.0","136.40K","0.00%"
"Apr 01, 2021","56,000.0","54,000.0","57,500.0","54,000.0","101.70K","1.27%"
"Mar 31, 2021","55,300.0","55,500.0","57,000.0","55,000.0","131.80K","-2.98%"
"Mar 30, 2021","57,000.0","58,600.0","58,600.0","56,000.0","265.30K","4.01%"
"Mar 29, 2021","54,800.0","52,000.0","54,800.0","52,000.0","106.50K","6.82%"
"Mar 26, 2021","51,300.0","48,000.0","51,300.0","48,000.0","460.30K","6.88%"
"Mar 25, 2021","48,000.0","47,000.0","48,550.0","47,000.0","178.60K","2.13%"
"Mar 24, 2021","47,000.0","47,600.0","47,800.0","46,500.0","212.70K","-2.08%"
"Mar 23, 2021","48,000.0","49,000.0","49,000.0","48,000.0","210.70K","0.00%"
"Mar 22, 2021","48,000.0","48,200.0","48,500.0","47,000.0","393.10K","4.35%"
"Mar 19, 2021","46,000.0","44,000.0","46,650.0","44,000.0","47.40K","4.55%"
"Mar 18, 2021","44,000.0","43,750.0","44,000.0","43,750.0","30.30K","0.57%"
"Mar 17, 2021","43,750.0","43,500.0","43,900.0","43,300.0","27.40K","0.57%"
"Mar 16, 2021","43,500.0","44,200.0","44,200.0","43,500.0","18.70K","-1.02%"
"Mar 15, 2021","43,950.0","42,350.0","44,000.0","42,350.0","23.40K","3.90%"
"Mar 12, 2021","42,300.0","42,950.0","42,950.0","42,300.0","38.90K","-0.47%"
"Mar 11, 2021","42,500.0","42,950.0","43,800.0","42,500.0","45.70K","-1.05%"
"Mar 10, 2021","42,950.0","43,000.0","43,900.0","42,550.0","47.40K","-1.26%"
"Mar 09, 2021","43,500.0","44,200.0","44,400.0","43,100.0","6.30K","-2.03%"
"Mar 08, 2021","44,400.0","43,850.0","44,400.0","43,000.0","22.00K","3.26%"
"Mar 05, 2021","43,000.0","42,000.0","43,000.0","41,950.0","36.30K","2.38%"
"Mar 04, 2021","42,000.0","43,000.0","43,200.0","42,000.0","66.90K","-2.33%"
"Mar 03, 2021","43,000.0","43,000.0","44,500.0","43,000.0","67.90K","0.00%"
"Mar 02, 2021","43,000.0","44,000.0","44,700.0","43,000.0","50.50K","-2.49%"
"Mar 01, 2021","44,100.0","44,100.0","44,600.0","43,500.0","16.50K","0.00%"
"Feb 26, 2021","44,100.0","44,500.0","44,500.0","43,000.0","57.80K","-2.00%"
"Feb 25, 2021","45,000.0","45,100.0","45,100.0","42,000.0","31.20K","-0.22%"
"Feb 24, 2021","45,100.0","45,400.0","45,400.0","44,000.0","10.90K","-0.22%"
"Feb 23, 2021","45,200.0","42,800.0","45,400.0","42,800.0","40.20K","5.61%"
"Feb 22, 2021","42,800.0","41,000.0","42,800.0","41,000.0","86.00K","7.00%"
"Feb 19, 2021","40,000.0","40,000.0","40,000.0","39,900.0","10.00K","0.00%"
"Feb 18, 2021","40,000.0","39,900.0","40,000.0","39,850.0","13.00K","0.00%"
"Feb 17, 2021","40,000.0","38,900.0","40,500.0","38,900.0","21.30K","2.83%"
"Feb 09, 2021","38,900.0","38,800.0","38,950.0","38,800.0","6.80K","0.52%"
"Feb 08, 2021","38,700.0","40,000.0","40,000.0","38,700.0","4.00K","-0.51%"
"Feb 05, 2021","38,900.0","38,950.0","38,950.0","38,600.0","13.40K","0.13%"
"Feb 04, 2021","38,850.0","38,950.0","38,950.0","38,500.0","7.30K","-0.13%"
"Feb 03, 2021","38,900.0","38,950.0","38,950.0","38,350.0","5.50K","1.04%"
"Feb 02, 2021","38,500.0","38,000.0","38,500.0","37,750.0","5.40K","0.00%"
"Feb 01, 2021","38,500.0","37,900.0","38,800.0","37,800.0","11.30K","1.58%"
"Jan 29, 2021","37,900.0","37,900.0","39,000.0","37,200.0","11.80K","0.00%"
"Jan 28, 2021","37,900.0","38,100.0","39,300.0","37,000.0","40.90K","-4.41%"
"Jan 27, 2021","39,650.0","39,800.0","39,800.0","38,100.0","25.30K","-0.13%"
"Jan 26, 2021","39,700.0","39,850.0","40,000.0","39,450.0","17.80K","0.00%"
"Jan 25, 2021","39,700.0","39,250.0","39,700.0","39,250.0","24.60K","1.15%"
"Jan 22, 2021","39,250.0","39,400.0","39,500.0","39,250.0","13.60K","-0.38%"
"Jan 21, 2021","39,400.0","39,100.0","39,400.0","39,100.0","10.30K","0.77%"
"Jan 20, 2021","39,100.0","39,250.0","39,250.0","38,200.0","32.90K","-0.13%"
"Jan 19, 2021","39,150.0","39,600.0","39,600.0","39,150.0","28.60K","-0.89%"
"Jan 18, 2021","39,500.0","39,300.0","40,500.0","39,300.0","11.70K","0.51%"
"Jan 15, 2021","39,300.0","39,200.0","39,400.0","39,000.0","17.70K","0.77%"
"Jan 14, 2021","39,000.0","38,900.0","39,000.0","38,800.0","16.30K","0.00%"
"Jan 13, 2021","39,000.0","38,400.0","40,000.0","38,400.0","7.60K","1.56%"
"Jan 12, 2021","38,400.0","38,600.0","38,600.0","38,100.0","93.80K","-0.39%"
"Jan 11, 2021","38,550.0","38,700.0","39,000.0","38,550.0","58.60K","-1.15%"
"Jan 08, 2021","39,000.0","38,500.0","39,500.0","38,500.0","26.70K","1.30%"
"Jan 07, 2021","38,500.0","39,650.0","39,650.0","38,200.0","187.10K","-3.14%"
"Jan 06, 2021","39,750.0","40,000.0","40,250.0","39,750.0","65.10K","-0.63%"
"Jan 05, 2021","40,000.0","40,900.0","40,900.0","40,000.0","49.00K","-2.32%"
"Jan 04, 2021","40,950.0","41,700.0","41,700.0","40,400.0","12.50K","-0.12%"
"Dec 31, 2020","41,000.0","40,400.0","41,000.0","40,000.0","12.16K","2.24%"
"Dec 30, 2020","40,100.0","40,000.0","40,900.0","40,000.0","5.41K","-0.74%"
"Dec 29, 2020","40,400.0","40,000.0","41,000.0","40,000.0","4.49K","-0.25%"
"Dec 28, 2020","40,500.0","40,400.0","41,900.0","39,950.0","32.28K","0.75%"
"Dec 25, 2020","40,200.0","40,000.0","41,000.0","39,700.0","40.90K","0.50%"
"Dec 24, 2020","40,000.0","40,100.0","42,000.0","39,800.0","36.28K","-0.25%"
"Dec 23, 2020","40,100.0","40,900.0","40,900.0","40,100.0","26.69K","-1.96%"
"Dec 22, 2020","40,900.0","40,150.0","41,450.0","40,100.0","7.58K","1.87%"
"Dec 21, 2020","40,150.0","40,500.0","40,500.0","40,100.0","18.61K","-0.86%"
"Dec 18, 2020","40,500.0","40,500.0","42,500.0","40,000.0","14.95K","0.25%"
"Dec 17, 2020","40,400.0","39,600.0","41,950.0","39,600.0","39.14K","2.02%"
"Dec 16, 2020","39,600.0","39,000.0","39,950.0","38,500.0","18.77K","3.13%"
"Dec 15, 2020","38,400.0","38,300.0","38,800.0","38,300.0","16.78K","0.26%"
"Dec 14, 2020","38,300.0","38,500.0","38,500.0","38,200.0","10.63K","-1.16%"
"Dec 11, 2020","38,750.0","38,300.0","38,750.0","38,200.0","12.65K","1.17%"
"Dec 10, 2020","38,300.0","38,500.0","38,500.0","38,200.0","20.95K","-0.26%"
"Dec 09, 2020","38,400.0","38,300.0","38,400.0","38,150.0","9.15K","0.26%"
"Dec 08, 2020","38,300.0","38,400.0","38,800.0","38,300.0","3.37K","-0.26%"
"Dec 07, 2020","38,400.0","37,500.0","38,400.0","37,500.0","15.63K","2.40%"
"Dec 04, 2020","37,500.0","38,800.0","38,900.0","37,500.0","52.03K","-3.35%"
"Dec 03, 2020","38,800.0","38,500.0","39,250.0","38,500.0","16.32K","0.78%"
"Dec 02, 2020","38,500.0","37,900.0","38,500.0","37,700.0","82.20K","1.32%"
"Dec 01, 2020","38,000.0","37,800.0","38,000.0","37,000.0","17.58K","0.26%"
"Nov 30, 2020","37,900.0","38,000.0","38,100.0","37,900.0","7.53K","-0.26%"
"Nov 27, 2020","38,000.0","37,050.0","38,200.0","37,050.0","21.78K","2.56%"
"Nov 26, 2020","37,050.0","37,000.0","37,100.0","36,900.0","9.18K","0.14%"
"Nov 25, 2020","37,000.0","37,000.0","37,200.0","36,900.0","18.60K","0.00%"
"Nov 24, 2020","37,000.0","36,950.0","37,100.0","36,900.0","8.31K","-0.27%"
"Nov 23, 2020","37,100.0","37,000.0","37,100.0","36,950.0","13.99K","0.27%"
"Nov 20, 2020","37,000.0","37,000.0","37,000.0","36,950.0","12.28K","0.00%"
"Nov 19, 2020","37,000.0","36,900.0","37,050.0","36,600.0","5.97K","-0.27%"
"Nov 18, 2020","37,100.0","37,300.0","37,350.0","36,600.0","6.21K","-0.54%"
"Nov 17, 2020","37,300.0","37,300.0","37,500.0","36,800.0","4.72K","0.00%"
"Nov 16, 2020","37,300.0","37,700.0","37,700.0","36,550.0","16.02K","-0.53%"
"Nov 13, 2020","37,500.0","37,000.0","37,500.0","36,100.0","13.03K","1.35%"
"Nov 12, 2020","37,000.0","37,000.0","37,200.0","36,900.0","3.30K","0.27%"
"Nov 11, 2020","36,900.0","37,950.0","37,950.0","36,900.0","1.64K","0.54%"
"Nov 10, 2020","36,700.0","37,700.0","38,000.0","36,700.0","15.96K","-2.91%"
"Nov 09, 2020","37,800.0","37,050.0","37,900.0","37,050.0","9.49K","-2.45%"
"Nov 06, 2020","38,750.0","38,000.0","38,750.0","38,000.0","16.78K","1.97%"
"Nov 05, 2020","38,000.0","38,000.0","38,100.0","38,000.0","5.09K","-0.26%"
"Nov 04, 2020","38,100.0","37,800.0","38,200.0","37,600.0","6.55K","1.33%"
"Nov 03, 2020","37,600.0","37,900.0","37,900.0","37,600.0","6.97K","-0.79%"
"Nov 02, 2020","37,900.0","38,600.0","38,600.0","37,200.0","0.21K","2.71%"
"Oct 30, 2020","36,900.0","37,000.0","37,000.0","36,000.0","59.11K","-0.27%"
"Oct 29, 2020","37,000.0","38,000.0","38,000.0","36,600.0","42.44K","-2.63%"
"Oct 28, 2020","38,000.0","38,700.0","38,700.0","37,500.0","25.16K","0.00%"
"Oct 27, 2020","38,000.0","40,450.0","40,450.0","37,950.0","53.74K","0.00%"
"Oct 26, 2020","38,000.0","37,900.0","38,000.0","37,550.0","4.58K","0.00%"
"Oct 23, 2020","38,000.0","38,750.0","38,750.0","38,000.0","39.10K","0.00%"
"Oct 22, 2020","38,000.0","37,150.0","38,000.0","37,150.0","4.76K","0.80%"
"Oct 21, 2020","37,700.0","39,500.0","39,500.0","37,500.0","33.42K","-2.71%"
"Oct 20, 2020","38,750.0","39,000.0","39,800.0","38,100.0","4.66K","-0.64%"
"Oct 19, 2020","39,000.0","39,900.0","39,900.0","38,000.0","13.18K","-2.26%"
"Oct 16, 2020","39,900.0","40,000.0","40,100.0","39,300.0","7.34K","-0.25%"
"Oct 15, 2020","40,000.0","40,000.0","40,000.0","39,500.0","19.29K","0.00%"
"Oct 14, 2020","40,000.0","40,000.0","40,500.0","40,000.0","24.20K","0.00%"
"Oct 13, 2020","40,000.0","39,500.0","40,950.0","39,500.0","10.50K","1.27%"
"Oct 12, 2020","39,500.0","39,750.0","39,750.0","38,000.0","46.05K","0.64%"
"Oct 09, 2020","39,250.0","39,200.0","39,250.0","39,100.0","21.63K","0.90%"
"Oct 08, 2020","38,900.0","38,900.0","38,900.0","38,500.0","57.04K","0.39%"
"Oct 07, 2020","38,750.0","38,400.0","38,750.0","38,100.0","26.22K","0.91%"
"Oct 06, 2020","38,400.0","36,400.0","38,750.0","36,400.0","8.44K","5.93%"
"Oct 05, 2020","36,250.0","36,000.0","36,250.0","36,000.0","7.14K","0.00%"
"Oct 02, 2020","36,250.0","35,900.0","36,800.0","35,900.0","4.53K","-0.28%"
"Oct 01, 2020","36,350.0","36,900.0","36,900.0","36,350.0","4.44K","0.00%"
"Sep 30, 2020","36,350.0","36,550.0","36,550.0","35,350.0","4.77K","-0.55%"
"Sep 29, 2020","36,550.0","35,300.0","37,000.0","35,100.0","6.87K","4.13%"
"Sep 28, 2020","35,100.0","34,800.0","35,100.0","34,700.0","38.41K","0.86%"
"Sep 25, 2020","34,800.0","34,850.0","34,850.0","34,600.0","10.95K","-0.29%"
"Sep 24, 2020","34,900.0","34,950.0","34,950.0","34,750.0","5.72K","-0.43%"
"Sep 23, 2020","35,050.0","35,300.0","35,300.0","34,950.0","5.95K","0.14%"
"Sep 22, 2020","35,000.0","35,100.0","35,400.0","33,000.0","16.81K","-0.28%"
"Sep 21, 2020","35,100.0","34,950.0","35,400.0","34,950.0","1.92K","0.57%"
"Sep 18, 2020","34,900.0","35,450.0","35,450.0","34,900.0","15.87K","0.00%"
"Sep 17, 2020","34,900.0","34,400.0","35,400.0","34,300.0","23.11K","1.45%"
"Sep 16, 2020","34,400.0","34,300.0","34,500.0","34,300.0","6.13K","-0.15%"
"Sep 15, 2020","34,450.0","34,300.0","34,450.0","34,250.0","2.11K","0.44%"
"Sep 14, 2020","34,300.0","33,950.0","34,400.0","33,800.0","6.10K","1.03%"
"Sep 11, 2020","33,950.0","34,250.0","34,500.0","33,800.0","8.81K","-0.88%"
"Sep 10, 2020","34,250.0","33,800.0","35,000.0","33,700.0","5.01K","2.24%"
"Sep 09, 2020","33,500.0","33,000.0","33,800.0","33,000.0","4.58K","0.00%"
"Sep 08, 2020","33,500.0","33,000.0","33,500.0","32,800.0","18.17K","3.08%"
"Sep 07, 2020","32,500.0","32,650.0","32,700.0","32,500.0","5.34K","0.00%"
"Sep 04, 2020","32,500.0","31,750.0","32,700.0","31,750.0","13.28K","-1.22%"
"Sep 03, 2020","32,900.0","32,950.0","33,000.0","32,200.0","3.28K","0.00%"
"Sep 01, 2020","32,900.0","33,000.0","33,000.0","32,400.0","7.50K","0.00%"
"Aug 31, 2020","32,900.0","32,000.0","33,150.0","32,000.0","56.67K","3.62%"
"Aug 28, 2020","31,750.0","32,000.0","32,000.0","31,100.0","2.33K","1.11%"
"Aug 27, 2020","31,400.0","31,450.0","31,750.0","31,050.0","40.46K","1.29%"
"Aug 26, 2020","31,000.0","30,500.0","31,500.0","30,500.0","24.69K","1.64%"
"Aug 25, 2020","30,500.0","30,550.0","30,550.0","30,100.0","1.05K","0.00%"
"Aug 24, 2020","30,500.0","31,500.0","31,500.0","29,900.0","17.33K","0.66%"
"Aug 21, 2020","30,300.0","30,350.0","30,350.0","30,200.0","1.91K","0.17%"
"Aug 20, 2020","30,250.0","30,050.0","30,400.0","30,000.0","34.29K","0.50%"
"Aug 19, 2020","30,100.0","30,350.0","30,350.0","30,100.0","8.58K","-0.82%"
"Aug 18, 2020","30,350.0","29,800.0","30,800.0","29,800.0","12.97K","0.33%"
"Aug 17, 2020","30,250.0","29,950.0","30,300.0","29,700.0","7.99K","0.67%"
"Aug 14, 2020","30,050.0","30,100.0","30,100.0","30,000.0","7.09K","0.00%"
"Aug 13, 2020","30,050.0","29,700.0","30,100.0","29,700.0","12.03K","0.33%"
"Aug 12, 2020","29,950.0","29,600.0","30,200.0","29,500.0","4.29K","-0.17%"
"Aug 11, 2020","30,000.0","30,450.0","30,450.0","29,600.0","16.86K","-0.33%"
"Aug 10, 2020","30,100.0","30,800.0","30,800.0","29,600.0","6.69K","-2.43%"
"Aug 07, 2020","30,850.0","30,300.0","31,150.0","30,300.0","21.94K","1.82%"
"Aug 06, 2020","30,300.0","30,200.0","30,400.0","30,200.0","11.47K","0.33%"
"Aug 05, 2020","30,200.0","30,000.0","30,400.0","29,600.0","5.83K","1.00%"
"Aug 04, 2020","29,900.0","30,000.0","30,000.0","29,800.0","8.05K","1.36%"
"Aug 03, 2020","29,500.0","28,800.0","29,750.0","28,800.0","32.56K","-1.01%"
"Jul 31, 2020","29,800.0","30,000.0","30,100.0","29,500.0","12.71K","-0.67%"
"Jul 30, 2020","30,000.0","29,500.0","30,500.0","28,750.0","5.82K","1.87%"
"Jul 29, 2020","29,450.0","29,350.0","29,500.0","28,250.0","9.51K","0.17%"
"Jul 28, 2020","29,400.0","28,350.0","29,500.0","28,000.0","13.59K","3.70%"
"Jul 27, 2020","28,350.0","29,100.0","29,600.0","27,900.0","117.72K","-5.50%"
"Jul 24, 2020","30,000.0","29,600.0","30,400.0","29,350.0","48.90K","-1.32%"
"Jul 23, 2020","30,400.0","29,550.0","30,800.0","29,550.0","4.70K","-1.62%"
"Jul 22, 2020","30,900.0","30,400.0","31,000.0","30,000.0","37.16K","-0.96%"
"Jul 21, 2020","31,200.0","30,800.0","31,200.0","30,200.0","40.43K","-1.89%"
"Jul 20, 2020","31,800.0","32,200.0","32,200.0","31,000.0","2.37K","-0.47%"
"Jul 17, 2020","31,950.0","32,400.0","32,400.0","31,500.0","1.91K","2.24%"
"Jul 16, 2020","31,250.0","30,500.0","31,500.0","30,300.0","24.85K","2.80%"
"Jul 15, 2020","30,400.0","30,500.0","30,500.0","30,200.0","11.02K","-0.33%"
"Jul 14, 2020","30,500.0","30,200.0","30,500.0","30,200.0","9.94K","0.83%"
"Jul 13, 2020","30,250.0","30,250.0","30,300.0","30,200.0","3.33K","0.00%"
"Jul 10, 2020","30,250.0","30,050.0","30,450.0","30,050.0","1.33K","0.00%"
"Jul 09, 2020","30,250.0","30,000.0","30,250.0","30,000.0","10.67K","0.83%"
"Jul 08, 2020","30,000.0","30,000.0","30,050.0","29,700.0","7.93K","0.00%"
"Jul 07, 2020","30,000.0","30,000.0","30,100.0","30,000.0","5.49K","0.00%"
"Jul 06, 2020","30,000.0","30,000.0","30,000.0","29,750.0","9.08K","0.00%"
"Jul 03, 2020","30,000.0","29,900.0","30,000.0","29,650.0","3.40K","1.35%"
"Jul 02, 2020","29,600.0","29,800.0","29,800.0","29,600.0","5.90K","0.17%"
"Jul 01, 2020","29,550.0","29,500.0","29,800.0","29,200.0","2.04K","1.20%"
"Jun 30, 2020","29,200.0","29,800.0","30,000.0","29,100.0","8.58K","-2.01%"
"Jun 29, 2020","29,800.0","30,000.0","30,000.0","29,000.0","4.34K","-0.67%"
"Jun 26, 2020","30,000.0","30,000.0","30,100.0","29,700.0","7.59K","0.00%"
"Jun 25, 2020","30,000.0","30,000.0","30,000.0","29,600.0","9.34K","0.00%"
"Jun 24, 2020","30,000.0","30,200.0","30,300.0","29,600.0","11.42K","-0.66%"
"Jun 23, 2020","30,200.0","30,200.0","30,200.0","29,700.0","8.47K","0.33%"
"Jun 22, 2020","30,100.0","29,800.0","30,100.0","29,800.0","27.53K","1.01%"
"Jun 19, 2020","29,800.0","29,600.0","29,800.0","29,600.0","13.48K","0.51%"
"Jun 18, 2020","29,650.0","29,600.0","29,850.0","28,650.0","10.81K","0.17%"
"Jun 17, 2020","29,600.0","28,950.0","29,850.0","28,500.0","25.07K","3.86%"
"Jun 16, 2020","28,500.0","29,000.0","29,000.0","28,200.0","13.76K","1.24%"
"Jun 15, 2020","28,150.0","28,000.0","29,150.0","28,000.0","40.22K","0.72%"
"Jun 12, 2020","27,950.0","27,300.0","28,200.0","27,300.0","15.98K","-1.93%"
"Jun 11, 2020","28,500.0","29,100.0","29,200.0","28,500.0","16.09K","-2.06%"
"Jun 10, 2020","29,100.0","29,000.0","29,100.0","28,600.0","11.28K","0.34%"
"Jun 09, 2020","29,000.0","28,800.0","29,100.0","28,350.0","15.30K","2.29%"
"Jun 08, 2020","28,350.0","28,350.0","28,350.0","28,200.0","23.69K","0.00%"
"Jun 05, 2020","28,350.0","28,000.0","28,400.0","28,000.0","6.16K","0.53%"
"Jun 04, 2020","28,200.0","27,300.0","28,300.0","27,300.0","9.07K","-2.08%"
"Jun 03, 2020","28,800.0","29,700.0","29,700.0","28,200.0","16.53K","2.49%"
"Jun 02, 2020","28,100.0","28,006.7","28,193.0","27,726.6","16.82K","-6.64%"
"Jun 01, 2020","30,100.0","30,100.0","30,200.0","29,000.0","20.41K","0.00%"
"May 29, 2020","30,100.0","30,100.0","30,100.0","29,700.0","27.00K","0.33%"
"May 28, 2020","30,000.0","29,700.0","30,450.0","29,700.0","20.00K","-1.64%"
"May 27, 2020","30,500.0","30,150.0","30,750.0","30,150.0","62.56K","2.01%"
"May 26, 2020","29,900.0","29,200.0","29,900.0","28,800.0","28.52K","2.93%"
"May 25, 2020","29,050.0","27,600.0","29,050.0","27,600.0","25.95K","6.02%"
"May 22, 2020","27,400.0","27,600.0","27,600.0","27,200.0","12.91K","-1.08%"
"May 21, 2020","27,700.0","28,350.0","28,350.0","27,500.0","5.78K","-0.18%"
"May 20, 2020","27,750.0","27,900.0","27,900.0","27,400.0","6.76K","-0.18%"
"May 19, 2020","27,800.0","27,700.0","28,000.0","27,700.0","0.55K","2.96%"
"May 18, 2020","27,000.0","27,000.0","28,500.0","27,000.0","7.09K","0.00%"
"May 15, 2020","27,000.0","27,200.0","27,250.0","27,000.0","5.14K","-0.74%"
"May 14, 2020","27,200.0","27,000.0","27,200.0","27,000.0","5.26K","0.00%"
"May 13, 2020","27,200.0","27,100.0","27,300.0","26,900.0","11.95K","0.00%"
"May 12, 2020","27,200.0","27,200.0","27,400.0","27,000.0","7.52K","0.00%"
"May 11, 2020","27,200.0","27,500.0","27,500.0","27,000.0","5.78K","0.74%"
"May 08, 2020","27,000.0","26,800.0","27,000.0","26,800.0","7.44K","0.75%"
"May 07, 2020","26,800.0","26,800.0","26,900.0","26,550.0","8.50K","0.00%"
"May 06, 2020","26,800.0","27,650.0","27,650.0","26,500.0","6.59K","-0.37%"
"May 05, 2020","26,900.0","27,100.0","27,100.0","26,800.0","1.63K","-0.37%"
"May 04, 2020","27,000.0","27,000.0","27,350.0","26,500.0","4.99K","-1.28%"
"Apr 29, 2020","27,350.0","27,950.0","27,950.0","27,300.0","10.85K","-1.97%"
"Apr 28, 2020","27,900.0","27,500.0","27,950.0","26,800.0","6.82K","-0.36%"
"Apr 27, 2020","28,000.0","26,800.0","28,000.0","26,600.0","21.87K","5.26%"
"Apr 24, 2020","26,600.0","26,500.0","27,000.0","26,500.0","23.45K","0.38%"
"Apr 23, 2020","26,500.0","26,500.0","26,500.0","26,000.0","3.60K","0.19%"
"Apr 22, 2020","26,450.0","24,800.0","26,500.0","24,800.0","22.16K","4.55%"
"Apr 21, 2020","25,300.0","25,000.0","25,600.0","24,800.0","71.76K","1.20%"
"Apr 20, 2020","25,000.0","24,900.0","25,000.0","24,500.0","33.99K","0.00%"
"Apr 17, 2020","25,000.0","24,700.0","25,600.0","24,500.0","53.13K","0.81%"
"Apr 16, 2020","24,800.0","24,150.0","24,800.0","24,100.0","16.73K","1.22%"
"Apr 15, 2020","24,500.0","24,450.0","24,500.0","24,200.0","34.11K","0.00%"
"Apr 14, 2020","24,500.0","24,000.0","24,700.0","24,000.0","28.67K","2.08%"
"Apr 13, 2020","24,000.0","24,700.0","24,700.0","24,000.0","17.62K","-0.83%"
